sku,article_no,selling_price,inventory_quantity,4_weeks_sales,status,factory,MOI,PO,ETA,market,DUS_quantity,total_cost,MOQ,inventory_value
PM-804B-11582,11582,24.99,25,2.0,STD,Togran,12.5,,,UK,943.0,9.53,2000.0,
PB-323MWUK-11599,11599,24.99,0,73.0,EOL,JW,0.0,,,UK,0.0,20.36,500.0,
PB-220HUK-11505,11505,19.99,89,30.0,STD,Togran,2.97,,,UK,235.0,8.42,1000.0,
PPD-504-11572,11572,29.99,50,65.0,STD,Togran,0.78,1000.0,2023-02-16,UK,2.0,6.24,1000.0,
MX-2000B-11019,11019,19.99,31,2.0,EOL,Togran,15.5,,,UK,1052.0,16.59,2000.0,
PB-317UK-11473,11473,19.99,308,131.0,STD,Palm max,2.47,,,UK,105.0,6.88,1000.0,
PB-220UUK-11501,11501,16.99,87,34.0,STD,Togran,2.56,,,UK,220.0,5.92,1000.0,
PM-719L-11635,11635,19.99,43,16.0,STD,Togran,2.69,,,UK,2691.0,6.75,2000.0,
PB-612WUK-11616,11616,49.99,82,14.0,STD,CEZ,5.86,,,UK,189.0,22.07,18.0,
PM-802W-11538,11538,11.99,32,13.0,STD,SQT,2.46,,,UK,810.0,4.35,500.0,
PM-209P-10442,10442,11.99,71,41.0,STD,Intech,1.73,,,UK,1333.0,2.34,3000.0,
PB-107PUK-11625,11625,24.99,47,9.0,STD,CEZ,5.22,,,UK,29.0,8.91,20.0,
DX-1000XL-C11052,11052,7.99,87,28.0,STD,TTX,3.11,720.0,2023-03-15,UK,802.0,2.06,1000.0,
PPR-303GP-18026,18026,9.99,6,0.0,STD,Perixx DE,99998.0,,,UK,326.0,3.17,50.0,
PB-612BUK-11429,11429,49.99,190,140.0,STD,Chicony,1.5,,,UK,194.0,22.66,504.0,
PPR-303GB-18025,18025,9.99,3,2.0,STD,Perixx DE,1.5,,,UK,598.0,3.17,50.0,
PPD-205-11444,11444,9.99,16,0.0,STD,Togran,99998.0,,,UK,322.0,4.05,1000.0,
PPD-705-11574,11574,14.99,11,9.0,EOL,Togran,1.22,,,UK,324.0,5.2,1000.0,
PD-505BUK-11591,11591,39.99,117,135.0,STD,Togran,0.89,,,UK,499.0,17.62,1008.0,
PB-426BUK-11667,11667,16.99,130,205.0,STD,Togran,0.8,,,UK,440.0,6.19,1000.0,
PD-713UK-11674,11674,39.99,187,79.0,STD,SQT,2.38,,,UK,480.0,11.94,500.0,
PM-520-11447,11447,34.99,25,3.0,STD,Togran,8.33,,,UK,264.0,13.09,2000.0,
PB-329BUK-11455,11455,34.99,86,53.0,STD,JW,1.62,,,UK,229.0,18.39,500.0,
PM-720-11449,11449,39.99,11,0.0,STD,Togran,99998.0,,,UK,530.0,14.71,2000.0,
PB-422UK-11692,11692,13.99,120,36.0,STD,SQT,3.33,,,UK,215.0,3.97,500.0,
PM-209U-11529,11529,9.99,89,16.0,STD,Intech,5.56,,,UK,2927.0,1.96,3000.0,
PD-714BUK-11579,11579,19.99,48,89.0,STD,SQT,0.47,,,UK,535.0,6.99,500.0,
PB-612BND-11489,11489,39.99,7,2.0,STD,CEZ,3.5,,,UK,29.0,23.25,18.0,
PPR-706-11573,11573,34.99,10,8.0,EOL,Togran,1.25,,,UK,15.0,16.07,1000.0,
PB-523BUK-11570,11570,19.99,17,19.0,EOL,Togran,0.89,,,UK,0.0,9.34,1000.0,
PB-512WUK-11527,11527,39.99,24,7.0,STD,CEZ,3.43,,,UK,0.0,15.25,18.0,
PM-519L-11705,11705,16.99,10,5.0,EOL,Togran,2.0,,,UK,23.0,4.6,2000.0,
PD-605BUK-11442,11442,59.99,178,60.0,STD,Togran,2.97,,,UK,252.0,21.02,1008.0,
PB-326BUK-11609,11609,19.99,114,96.0,STD,Togran,1.19,,,UK,778.0,8.64,1000.0,
PPD-704-11634,11634,29.99,24,13.0,STD,Togran,1.85,,,UK,148.0,7.85,2000.0,
PB-106MUK-11691,11691,34.99,123,58.0,STD,Chicony,2.12,,,UK,83.0,8.69,500.0,
PB-117BUK-11768,11768,9.99,0,528.0,EOL,Palm max,0.0,,,UK,45.0,4.73,1000.0,
PPR-303GLV-18038,18038,9.99,5,0.0,STD,Perixx DE,99998.0,,,UK,26.0,3.17,50.0,
PPR-303GPK-18037,18037,9.99,4,3.0,STD,Perixx DE,1.33,,,UK,104.0,3.17,50.0,
PPR-303GYL-18040,18040,9.99,4,0.0,STD,Perixx DE,99998.0,,,UK,197.0,3.17,50.0,
PD-307BUK-11368,11368,14.99,36,1.0,STD,CEZ,36.0,,,UK,0.0,11.21,20.0,
PD-707PBUK-10899,10899,29.99,5,2.0,STD,CEZ,2.5,,,UK,20.0,15.05,20.0,
PM-201UB-11687,11687,7.99,60,9.0,STD,SQT,6.67,,,UK,608.0,1.93,1000.0,
PD-212WUK-11698,11698,16.99,81,34.0,STD,SQT,2.38,,,UK,275.0,5.72,500.0,
PM-201CB-11703,11703,12.99,0,27.0,STD,SQT,2.96,,,UK,916.0,2.09,1000.0,
PPR-303X4A-18043,18043,31.99,6,0.0,STD,Perixx DE,99998.0,,,UK,5.0,11.52,50.0,
PB-429UK-11686,11686,29.99,85,59.0,STD,BOW,1.78,,,UK,561.0,13.09,500.0,
PPR-303X4B-18055,18055,31.99,0,0.0,STD,Perixx DE,0.0,,,UK,10.0,11.58,50.0,
PPR-303GBK-18047,18047,9.99,3,2.0,STD,Perixx DE,1.5,,,UK,17.0,3.17,50.0,
PPR-303GGO-18046,18046,9.99,5,0.0,STD,Perixx DE,99998.0,,,UK,340.0,3.17,50.0,
MX-2500B-11724,11724,14.99,27,2.0,EOL,Togran,13.5,,,UK,877.0,15.25,2000.0,
PB-210CBUK-11730,11730,19.99,34,27.0,STD,BOW,1.26,,,UK,504.0,7.43,500.0,
PD-613BUK-11742,11742,14.99,42,97.0,EOL,BOW,0.35,,,UK,0.0,9.83,1000.0,
PM-503B-11419,11419,11.99,56,5.0,STD,Togran,11.2,,,UK,99.0,5.67,2000.0,
PB-208BUK-11044,11044,9.99,17,2.0,STD,CEZ,8.5,,,UK,0.0,8.35,20.0,
PB-208WUK-11848,11848,9.99,6,4.0,STD,CEZ,1.5,,,UK,0.0,8.35,20.0,
PB-407BND-11875,11875,14.99,2,2.0,STD,CEZ,1.0,,,UK,2.0,8.65,20.0,
PB-106WND-11886,11886,19.99,5,0.0,STD,CEZ,99998.0,,,UK,0.0,10.55,20.0,
PD-303WND-11897,11897,19.99,3,2.0,STD,CEZ,1.5,,,UK,0.0,11.01,20.0,
PB-106WUK-11279,11279,34.99,2,7.0,STD,CEZ,0.29,20.0,2023-02-10,UK,0.0,10.55,20.0,
PB-407WND-11881,11881,9.99,15,2.0,STD,CEZ,7.5,,,UK,0.0,8.65,20.0,
PPR-403-11764,11764,3.99,79,2.0,STD,CLC,39.5,,,UK,452.0,0.94,2000.0,
PPR-404-11765,11765,2.99,73,0.0,STD,SQT,99998.0,,,UK,184.0,0.81,1000.0,
PPR-406-11796,11796,2.99,51,4.0,STD,CLC,12.75,,,UK,2170.0,0.86,2000.0,
PPR-407-11797,11797,4.99,34,6.0,STD,CLC,5.67,,,UK,2364.0,1.34,2100.0,
PB-515HPSUS-11049,11341,59.99,0,5.0,STD,Togran,0.0,,,UK,43.0,17.75,1000.0,
PB-322BUS-11577,11577,139.99,7,2.0,STD,Togran,3.5,,,UK,310.0,50.32,1000.0,
PM-209PW-11831,11831,9.99,37,20.0,STD,Intech,1.85,,,UK,2617.0,2.52,3000.0,
PD-406UK-11654,11654,29.99,46,31.0,STD,Togran,1.48,,,UK,489.0,15.6,1000.0,
PM-209WU-11832,11832,8.99,20,3.0,STD,Intech,6.67,,,UK,676.0,2.42,3000.0,
PB-407BRU-11874,11874,19.99,11,5.0,STD,CEZ,2.2,,,UK,0.0,8.65,20.0,
PB-208BRU-11862,11862,19.99,12,4.0,STD,CEZ,3.0,,,UK,0.0,8.35,20.0,
PB-208WRU-11868,11868,19.99,5,2.0,STD,CEZ,2.5,,,UK,0.0,8.35,20.0,
PB-513IIUK-11418,11418,32.99,101,26.0,STD,Donar,3.88,,,UK,200.0,12.97,500.0,
PB-106WRU-11884,11884,24.99,5,1.0,STD,CEZ,5.0,,,UK,,10.55,20.0,
PB-413BUK-11802,11802,24.99,81,60.0,STD,Chicony,1.35,,,UK,268.0,12.89,504.0,
PB-613BUK-11808,11808,34.99,65,40.0,STD,Chicony,1.63,,,UK,96.0,20.9,504.0,
PPR-512-11766,11766,14.99,11,3.0,STD,TTX,3.67,,,UK,982.0,7.35,1000.0,
PD-606UK-11662,11662,49.99,97,91.0,STD,Togran,1.09,,,UK,93.0,18.99,1000.0,
PB-210BUK-11727,11727,19.99,71,65.0,STD,BOW,1.09,,,UK,505.0,7.1,500.0,
PB-213BUK-11739,11739,19.99,65,31.0,STD,BOW,2.1,,,UK,229.0,6.6,500.0,
PB-107PWUK-11840,11840,11.99,71,64.0,EOL,Chicony,1.11,,,UK,0.0,6.89,500.0,
PB-213WUK-11959,11959,19.99,99,68.0,STD,BOW,1.46,,,UK,441.0,6.6,500.0,
PM-802B-11402,11402,11.99,146,95.0,STD,SQT,1.56,,,UK,2740.0,4.22,500.0,
PB-609BUK-11838,11838,16.99,107,17.0,STD,Togran,6.29,,,UK,399.0,7.85,1000.0,
PPR-801-11904,11904,34.99,14,7.0,STD,Togran,2.0,,,UK,492.0,13.79,2000.0,
PM-720W-11924,11924,39.99,24,0.0,STD,Togran,99998.0,,,UK,693.0,15.64,2000.0,
PM-520W-11923,11923,34.99,23,2.0,STD,Togran,11.5,,,UK,691.0,14.02,2000.0,
PPR-101-11943,11943,4.99,0,17.0,STD,TTX,0.59,,,UK,610.0,2.75,1000.0,
PB-106MND-11760,11760,24.99,0,0.0,NEW,CEZ,0.0,,,UK,20.0,10.55,20.0,
PB-613WND-11998,11998,14.99,3,1.0,EOL,CEZ,3.0,,,UK,0.0,21.02,18.0,
PB-613BND-11999,11999,19.99,11,2.0,NEW,CEZ,5.5,,,UK,0.0,21.65,18.0,
PD-713BUK-11910,11910,39.99,130,68.0,STD,SQT,1.91,,,UK,37.0,11.94,500.0,
PD-713PUK-11954,11954,39.99,100,105.0,STD,SQT,0.99,500.0,2023-02-16,UK,0.0,11.94,500.0,
PPR-411-11908,11908,7.99,4,3.0,STD,TTX,1.33,,,UK,1529.0,5.57,1000.0,
PPR-511-11925,11925,11.99,10,7.0,EOL,TTX,1.43,,,UK,0.0,7.35,1000.0,
PM-803A-11907,11907,22.99,10,6.0,STD,BOW,1.67,,,UK,531.0,8.69,1000.0,
PM-713NW-11937,11937,19.99,16,75.0,STD,Togran,0.24,,,UK,8.0,7.19,2000.0,
PB-509HUS-11002,11002,49.99,1,3.0,STD,Donar,0.33,400.0,2023-02-16,UK,10.0,16.44,500.0,
PB-512BND-11761,11761,29.99,7,0.0,STD,CEZ,99998.0,,,UK,10.0,15.05,18.0,
PB-413WUK-12055,12055,24.99,12,9.0,NEW,CEZ,1.33,,,UK,0.0,14.37,18.0,
PB-331BUK-11901,11901,29.99,57,21.0,STD,BOW,2.71,500.0,2023-02-16,UK,64.0,12.76,500.0,
PB-732BUK-11951,11951,26.99,62,58.0,STD,BOW,1.1,,,UK,339.0,11.99,500.0,
PB-733BUK-11657,11657,29.99,97,20.0,STD,BOW,4.85,,,UK,258.0,13.53,500.0,
PB-432BUK-11970,11970,19.99,52,21.0,STD,BOW,2.48,,,UK,45.0,7.05,500.0,
PM-209C-11994,11994,11.99,28,154.0,STD,Intech,0.17,3000.0,2023-02-16,UK,15.0,2.97,5000.0,
PB-332BUK-11948,11948,24.99,107,45.0,NEW,BOW,2.38,,,UK,160.0,9.25,500.0,
PB-330UK-11971,11971,34.99,39,52.0,EOL,Togran,0.75,,,UK,0.0,19.29,1000.0,
PB-519HUK-11598,11598,39.99,24,42.0,EOL,LT,0.57,,,UK,47.0,20.03,500.0,
PB-106BND-12063,12063,29.99,11,0.0,NEW,CEZ,99998.0,,,UK,20.0,10.35,20.0,
PB-718BUS-11944,11944,29.99,8,0.0,STD,BOW,99998.0,,,UK,382.0,14.96,500.0,
PM-819-12013,12013,29.99,68,10.0,STD,Togran,6.8,,,UK,742.0,13.16,2000.0,
PM-611-11903,11903,19.99,35,1.0,STD,Intech,35.0,,,UK,1099.0,8.58,1000.0,
PM-813B-11983,11983,26.99,65,54.0,STD,Togran,1.2,,,UK,389.0,9.53,2000.0,
PPD-202C-12060,12060,16.99,13,3.0,STD,Donar,4.33,,,UK,730.0,6.44,500.0,
PB-331WUK-12051,12051,29.99,50,27.0,STD,BOW,1.85,,,UK,270.0,12.76,500.0,
PB-333BUK-11644,11644,24.99,57,27.0,STD,BOW,2.22,,,UK,338.0,11.23,500.0,
PB-317RUK-12012,12012,22.99,53,42.0,NEW,Palm max,1.29,,,UK,225.0,8.2,1000.0,
PB-613RUB-12152,12152,19.99,0,1.0,NEW,CEZ,0.0,,,UK,0.0,21.65,18.0,
PB-215BUK-11827,11827,24.99,85,54.0,NEW,BOW,1.57,,,UK,360.0,13.09,1000.0,
PB-718BUK-11945,11945,19.99,59,21.0,NEW,BOW,3.29,,,UK,350.0,14.96,500.0,
PPR-409-12129,12129,3.99,16,1.0,NEW,SQT,16.0,,,UK,804.0,0.72,1000.0,
PB-106BUK-11205,11205,29.99,9,11.0,NEW,CEZ,0.82,,,UK,0.0,8.69,20.0,
PPR-408-12128,12128,3.99,19,0.0,NEW,SQT,99998.0,,,UK,824.0,0.61,1000.0,
PM-802PK-12141,12141,11.99,48,16.0,NEW,SQT,3.0,,,UK,210.0,4.68,500.0,
PM-802BL-12142,12142,11.99,38,20.0,NEW,SQT,1.9,,,UK,127.0,4.68,500.0,
PM-802IN-12177,12177,11.99,28,19.0,NEW,SQT,1.47,,,UK,184.0,4.44,500.0,
PD-715PUK-12106,12106,24.99,78,40.0,NEW,SQT,1.95,,,UK,317.0,12.77,500.0,
PB-213CBUK-12167,12167,19.99,80,0.0,NEW,BOW,99998.0,,,UK,420.0,6.93,500.0,
PB-525HUK-12071,12071,49.99,0,0.0,NEW,JW,0.0,,,UK,201.0,19.49,500.0,
PB-416UK-12100,12100,29.99,0,0.0,NEW,BOW,0.0,20.0,2023-02-16,UK,479.0,12.66,500.0,
PM-513I-12180,12180,21.99,0,0.0,NEW,Togran,0.0,,,UK,199.0,4.62,2000.0,
DX-1000M-10891,10891,5.99,720,62.0,STD,TTX,11.61,720.0,2023-03-15,USA_ACCECOMM,703.0,1.3,1000.0,
DX-1000L-10887,10887,6.49,0,72.0,STD,TTX,0.49,,,USA_ACCECOMM,2229.0,1.61,1000.0,
DX-1000XXL-11077,11077,14.99,2,194.0,STD,TTX,0.61,,,USA_ACCECOMM,813.0,4.71,1000.0,
PB-106US-11204,11204,39.99,253,124.0,STD,Chicony,2.06,,,USA_ACCECOMM,482.0,8.69,500.0,
PB-106USW-11280,11280,39.99,0,0.0,STD,Chicony,0.0,,,USA_ACCECOMM,159.0,8.69,500.0,
PB-512BUS-11525,11525,39.99,1715,2036.0,STD,Chicony,0.82,180.0,2023-02-07,USA_ACCECOMM,734.0,14.3,504.0,
PB-317US-11474,11566,17.99,71,902.0,STD,Palm max,0.09,20.0,2023-02-16,USA_ACCECOMM,199.0,6.88,1000.0,
PB-612WUS-11615,11615,79.99,0,0.0,STD,Chicony,0.0,,,USA_ACCECOMM,107.0,22.66,504.0,
PD-505BUS-11611,11611,49.99,0,5.0,STD,Togran,80.4,,,USA_ACCECOMM,417.0,17.62,1008.0,
PB-107PUS-11626,11626,29.99,0,1.0,STD,Chicony,0.0,,,USA_ACCECOMM,1072.0,6.89,500.0,
DX-1000XLB-11052,11052,6.99,732,408.0,STD,TTX,2.09,720.0,2023-03-15,USA_ACCECOMM,802.0,2.06,1000.0,
PD-605BUS-11633,11633,69.99,0,0.0,STD,Togran,0.0,,,USA_ACCECOMM,0.0,21.02,1008.0,
PD-714BUS-11668,11668,16.99,506,295.0,STD,SQT,1.83,,,USA_ACCECOMM,9.0,6.99,500.0,
PB-106MUS-11689,11689,39.99,0,0.0,STD,Chicony,0.0,150.0,2023-02-10,USA_ACCECOMM,9.0,8.69,500.0,
PB-117USB-11508,11508,9.99,1,188.0,STD,Palm max,0.03,,,USA_ACCECOMM,5.0,4.73,1000.0,
PB-612BUS-11354,11354,79.99,0,12.0,STD,Chicony,0.0,,,USA_ACCECOMM,2503.0,22.66,504.0,
PB-413BUS-11798,11798,24.99,40,147.0,STD,Chicony,0.26,,,USA_ACCECOMM,349.0,12.89,504.0,
PB-613BUS-11804,11804,39.99,427,100.0,STD,Chicony,4.18,,,USA_ACCECOMM,822.0,20.9,504.0,
PB-413WUS-11810,11810,24.99,161,28.0,STD,Chicony,5.75,,,USA_ACCECOMM,222.0,12.89,504.0,
PB-107WPUS-11839,11839,29.99,0,0.0,EOL,Chicony,0.0,,,USA_ACCECOMM,0.0,6.89,500.0,
PB-512WUS-11528,11528,39.99,0,0.0,STD,Chicony,0.0,,,USA_ACCECOMM,10.0,14.3,504.0,
PB-613WTUS-11811,11811,39.99,84,65.0,EOL,Chicony,1.29,,,USA_ACCECOMM,458.0,20.9,504.0,
PB-335RDUS-10103,10103,89.99,99,13.0,NEW,Chicony,7.62,120.0,2023-02-15,USA_ACCECOMM,142.0,46.99,500.0,
PB-335BRUS-11299,11299,89.99,158,21.0,NEW,Chicony,7.52,180.0,2023-02-15,USA_ACCECOMM,455.0,46.99,500.0,
PB-335BLUS-11298,11298,89.99,178,8.0,NEW,Chicony,22.25,180.0,2023-02-15,USA_ACCECOMM,468.0,46.99,500.0,
PD-413BUS-12176,12176,39.99,263,22.0,NEW,Chicony,11.95,,,USA_ACCECOMM,168.0,17.8,504.0,
PD-512BUS-12174,12174,49.99,243,26.0,NEW,Chicony,9.35,,,USA_ACCECOMM,630.0,19.17,504.0,
PD-813BUS-12172,12172,59.99,188,80.0,NEW,Chicony,2.19,,,USA_ACCECOMM,264.0,30.1,504.0,
PM-713-N11167,11167,19.99,22,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,439.78
PB-505UPUS-11096,11096,,0,0.0,ARC,Togran,0.0,0.0,0,USA_NEW_EGG,,,,
PB-323US-11352,11352,29.99,0,0.0,EOL,JW,0.0,0.0,0,USA_NEW_EGG,,,,0.0
DX-1000XL-N11052,11052,8.99,30,0.0,STD,TTX,0.0,0.0,0,USA_NEW_EGG,,,,269.7
PD-609BUS-11586,11586,,0,0.0,EOL,Togran,0.0,0.0,0,USA_NEW_EGG,,,,
PB-613WUS-11811,11811,49.99,3,0.0,EOL,Chicony,0.0,0.0,0,USA_NEW_EGG,,,,149.97
PB-413WUS-11810,11810,29.99,13,0.0,STD,Chicony,0.0,0.0,0,USA_NEW_EGG,,,,389.87
PPD-205-11444,11444,7.99,39,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,311.61
PB-805EUS-11680,11680,34.99,20,0.0,STD,BOW,0.0,0.0,0,USA_NEW_EGG,,,,699.8000000000001
PD-505BUS-11611,11611,49.99,12,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,599.88
PPD-501B-N10062,11284,19.99,36,0.0,STD,LT,0.0,0.0,0,USA_NEW_EGG,,,,719.64
PD-212BUS-11486,11486,17.99,2,0.0,STD,SQT,0.0,0.0,0,USA_NEW_EGG,,,,35.98
PM-713W-11937,11937,24.99,14,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,349.85999999999996
PB-806MWUS-11535,11535,,0,0.0,ARC,JW,0.0,0.0,0,USA_NEW_EGG,,,,
PM-718-11411,11411,16.99,48,0.0,EOL,Togran,0.0,0.0,0,USA_NEW_EGG,,,,815.52
PB-409H-N10840,10840,24.99,17,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,424.83
PM-720W-11924,11924,29.99,14,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,419.85999999999996
PB-514HPSUS-N11048,11048,49.99,4,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,199.96
PD-707PB-N10900,10900,32.99,16,0.0,STD,CEZ,0.0,0.0,0,USA_NEW_EGG,,,,527.84
PB-428US-11543,11543,39.99,10,0.0,EOL,Togran,0.0,0.0,0,USA_NEW_EGG,,,,399.90000000000003
PB-612WUS-11615,11615,69.99,13,0.0,STD,Chicony,0.0,0.0,0,USA_NEW_EGG,,,,909.8699999999999
PM-513L-11516,11516,19.99,38,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,759.6199999999999
PM-803A-11907,11907,14.99,7,0.0,STD,BOW,0.0,0.0,0,USA_NEW_EGG,,,,104.93
PPR-511-11925,11925,9.99,0,0.0,EOL,TTX,0.0,0.0,0,USA_NEW_EGG,,,,0.0
PPD-504-11572,11572,29.99,13,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,389.87
PB-413BUS-11798,11798,29.99,13,0.0,STD,Chicony,0.0,0.0,0,USA_NEW_EGG,,,,389.87
PD-713PKUS-11673,11673,34.99,24,0.0,STD,SQT,0.0,0.0,0,USA_NEW_EGG,,,,839.76
PB-613BUS-11804,11804,49.99,11,0.0,STD,Chicony,0.0,0.0,0,USA_NEW_EGG,,,,549.89
PPR-403-11764,11764,4.99,0,0.0,STD,CLC,0.0,0.0,0,USA_NEW_EGG,,,,0.0
PB-322BUS-11577,11577,149.99,14,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,2099.86
MX-2500-11724,11724,11.99,36,0.0,EOL,Togran,0.0,0.0,0,USA_NEW_EGG,,,,431.64
MX-2000B-N11019,11095,,0,0.0,ARC,Intech,0.0,0.0,0,USA_NEW_EGG,,,,
PM-610B-11746,11746,,0,0.0,EOL,BOW,0.0,0.0,0,USA_NEW_EGG,,,,
PPR-303GLV-18038,18038,11.99,0,0.0,STD,Perixx DE,0.0,0.0,0,USA_NEW_EGG,,,,0.0
PB-510HUS-11005,11005,49.99,0,0.0,STD,Donar,0.0,0.0,0,USA_NEW_EGG,,,,0.0
PD-713PPUS-11953,11953,39.99,19,0.0,STD,SQT,0.0,0.0,0,USA_NEW_EGG,,,,759.8100000000001
DX-1000XXL-N11077,11077,19.99,8,0.0,STD,TTX,0.0,0.0,0,USA_NEW_EGG,,,,159.92
PB-523BUS-11694,11694,24.99,7,0.0,EOL,Togran,0.0,0.0,0,USA_NEW_EGG,,,,174.92999999999998
PPR-304-GLR-18033,18033,29.99,0,0.0,STD,Perixx DE,0.0,0.0,0,USA_NEW_EGG,,,,0.0
PPD-303B-11605,11605,24.99,14,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,349.85999999999996
PPD-704-11634,11634,29.99,25,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,749.75
PD-117BUS-11507,11507,14.99,0,0.0,EOL,Palm max,0.0,0.0,0,USA_NEW_EGG,,,,0.0
PD-303W-N10699,10699,24.99,0,0.0,STD,CEZ,0.0,0.0,0,USA_NEW_EGG,,,,0.0
PB-409U-N10960,10960,19.99,35,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,699.65
PD-606CUS-11660,11660,49.99,3,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,149.97
PD-613WUS-11744,11744,,0,0.0,EOL,BOW,0.0,0.0,0,USA_NEW_EGG,,,,
PB-213BUS-11738,11738,19.99,15,0.0,STD,BOW,0.0,0.0,0,USA_NEW_EGG,,,,299.84999999999997
PPR-706-11573,11573,29.99,15,0.0,EOL,Togran,0.0,0.0,0,USA_NEW_EGG,,,,449.84999999999997
PM-508-10844,10844,14.99,22,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,329.78000000000003
PM-713L-11517,11517,24.99,29,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,724.7099999999999
PM-520-11447,11447,44.99,19,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,854.8100000000001
PM-718R-11562,11562,19.99,30,0.0,EOL,Togran,0.0,0.0,0,USA_NEW_EGG,,,,599.6999999999999
PPR-401-N19998,19998,7.99,85,0.0,STD,CLC,0.0,0.0,0,USA_NEW_EGG,,,,679.15
PM-209WU-11832,11832,7.99,0,0.0,STD,Intech,0.0,0.0,0,USA_NEW_EGG,,,,0.0
PPR-34-Glo-18010,18010,11.99,3,0.0,STD,Perixx DE,0.0,0.0,0,USA_NEW_EGG,,,,35.97
PPR-34-GLG-18028,18028,9.99,0,0.0,STD,Perixx DE,0.0,0.0,0,USA_NEW_EGG,,,,0.0
PD-406US-11648,11648,44.99,8,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,359.92
PM-520W-11923,11923,29.99,13,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,389.87
PD-707PW-N10905,10905,29.99,2,0.0,STD,CEZ,0.0,0.0,0,USA_NEW_EGG,,,,59.98
PM-515-11209,11534,19.99,0,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,0.0
PPR-411-11908,11908,8.99,21,0.0,STD,TTX,0.0,0.0,0,USA_NEW_EGG,,,,188.79
PM-517D-11567,11567,29.99,15,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,449.84999999999997
PB-312US-11350,11350,69.99,12,0.0,STD,LT,0.0,0.0,0,USA_NEW_EGG,,,,839.8799999999999
PB-220HUS-11506,11506,29.99,30,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,899.6999999999999
PB-422US-11670,11670,16.99,14,0.0,STD,SQT,0.0,0.0,0,USA_NEW_EGG,,,,237.85999999999999
PB-106US-11204,11204,39.99,8,0.0,STD,Chicony,0.0,0.0,0,USA_NEW_EGG,,,,319.92
PPR-801-11904,11904,39.99,25,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,999.75
DX-2000XXL-N11145,11145,17.99,4,0.0,STD,TTX,0.0,0.0,0,USA_NEW_EGG,,,,71.96
PB-210CBUS-11729,11729,24.99,5,0.0,STD,BOW,0.0,0.0,0,USA_NEW_EGG,,,,124.94999999999999
PD-713BLUS-11909,11909,39.99,23,0.0,STD,SQT,0.0,0.0,0,USA_NEW_EGG,,,,919.7700000000001
PM-201UB-11687,11687,7.99,11,0.0,STD,SQT,0.0,0.0,0,USA_NEW_EGG,,,,87.89
PM-610W-11779,11779,,0,0.0,ARC,BOW,0.0,0.0,0,USA_NEW_EGG,,,,
PPD-705-11574,11574,9.99,0,0.0,EOL,Togran,0.0,0.0,0,USA_NEW_EGG,,,,0.0
PB-220UUS-11502,11975,,0,0.0,ARC,Perixx DE,0.0,0.0,0,USA_NEW_EGG,,,,
PPR-512-11766,11766,19.99,27,0.0,STD,TTX,0.0,0.0,0,USA_NEW_EGG,,,,539.7299999999999
PD-613BUS-11741,11741,,0,0.0,EOL,BOW,0.0,0.0,0,USA_NEW_EGG,,,,
PM-608-10914,10914,11.99,38,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,455.62
PPR-303GB-18025,18025,11.99,36,0.0,STD,Perixx DE,0.0,0.0,0,USA_NEW_EGG,,,,431.64
PB-213WUS-11958,11958,19.99,20,0.0,STD,BOW,0.0,0.0,0,USA_NEW_EGG,,,,399.79999999999995
PB-324BUS-11583,11583,,0,0.0,EOL,JW,0.0,0.0,0,USA_NEW_EGG,,,,
PB-519US-11329,11329,,0,0.0,ARC,LT,0.0,0.0,0,USA_NEW_EGG,,,,
PB-609US-11836,11836,,0,0.0,EOL,Togran,0.0,0.0,0,USA_NEW_EGG,,,,
PB-315US-10917,10917,59.99,5,0.0,STD,Togran,0.0,0.0,0,USA_NEW_EGG,,,,299.95
